Status,Date,Title,Price,Price_units,Amount,Amount_units,Waste_type
Открыто,2020-12-18,Туба: цветной металл,62000.0,₽/т.,100.0,т.,Металлы
Открыто,2020-12-18,Лом цветных металлов,72000.0,₽/т.,100.0,т.,Металлы
Открыто,2020-12-18,Туба (чёрный металл),11500.0,₽/т.,100.0,т.,Металлы
Открыто,2020-12-18,Полипропилен,37.5,₽/кг.,50.0,т.,Пластик
Открыто,2020-12-18,ПЭТф масло,25000.0,₽/т.,100.0,т.,Пластик
Открыто,2020-12-18,ПЭТф молоко прозрачное,27000.0,₽/т.,100.0,т.,Пластик
Открыто,2020-12-18,ПЭТф коричнево-зелёный,36000.0,₽/т.,100.0,т.,Пластик
Открыто,2020-12-25,Продам МС-5Б,18.3,₽/кг.,20.0,т.,Макулатура
Открыто,2020-12-24,бу техника,20.0,₽/кг.,15.0,кг.,Электроника
Открыто,2020-12-24,Полиэтилен ,12.0,₽/кг.,400.0,кг.,Пластик
Открыто,2020-12-24,Продам плёнку ПС (полистирол) с печатью в роликах и кипах,28.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-12-24,Отходы дерева,20.0,₽/куб.,300.0,шт.,Остальное
Открыто,2020-12-24,пвд чистая,40.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-12-24,Пленка многослойная и упаковочная,14.0,₽/кг.,30.0,т.,Пластик
Открыто,2020-12-23,Гранула пнд,70.0,₽/кг.,3000.0,кг.,Пластик
Открыто,2020-12-23,Гранула пнд,70.0,₽/кг.,3000.0,кг.,Пластик
Открыто,2020-12-23,"Труба ПНД 225,315 SDR 13,6 гост.",70.0,₽/кг.,12.0,т.,Пластик
Открыто,2020-12-23,Пленка несортированная,30.0,₽/кг.,200.0,т.,Пластик
Открыто,2020-12-23,Пнд гранула,70.0,₽/кг.,3000.0,кг.,Пластик
Открыто,2020-12-22,продам пленку под сортировку чистую пвд стрейч ,23.0,₽/кг.,18000.0,кг.,Пластик
Открыто,2020-12-22,ПП мешки из-под первички,36.0,₽/кг.,30.0,т.,Пластик
Открыто,2020-12-22,ПВД пленка цветная под мойку,22.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-12-22,Пэт стаканчики 0.5л,20.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-12-22,ПЭТ флекс цветной ,18.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-12-22,ПП пленка под мойку,10.0,₽/кг.,4.0,т.,Пластик
Открыто,2020-12-22,ПП Ящик,16.0,₽/кг.,66.0,т.,Пластик
Открыто,2020-12-22,Гранула ПВД,40.0,₽/кг.,3100.0,кг.,Пластик
Открыто,2020-12-18,ПЭТф (бытовая химия) ,5000.0,₽/т.,100.0,т.,Пластик
Открыто,2020-12-18,Стеклобой(микс),4600.0,₽/т.,100.0,т.,Стекло
Открыто,2020-12-18,Чёрный металл(микс 3ёх фракций),10500.0,₽/т.,100.0,т.,Металлы
Открыто,2020-12-18,Луженая жесть,10000.0,₽/т.,100.0,т.,Металлы
Открыто,2020-12-18,ПЭТф (прозрачно/голубой) ,38000.0,₽/т.,100.0,т.,Пластик
Открыто,2020-12-18,Пленка микс в наличии,1500.0,₽/кг.,30000.0,т.,Пластик
Открыто,2020-12-18,ПЭТф молочный/матовый,16000.0,₽/т.,58.0,т.,Пластик
Открыто,2020-12-18,Лужёная жесть(в КИПах),12500.0,₽/т.,185.0,т.,Металлы
Открыто,2020-12-18,"Изделия из ПНД (канистра, флакон)",28000.0,₽/т.,100.0,т.,Пластик
Открыто,2020-12-18,Гранула ПП ( спанбонд ) от производителя.,78.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-12-18,Гранула ПВД от производителя.,95.0,₽/кг.,25000.0,кг.,Пластик
Открыто,2020-12-18, Пленка ПВД (прозрачная),14000.0,₽/т.,100.0,т.,Пластик
Открыто,2020-12-18,Алюминиевая банка(кипы),78000.0,₽/т.,100.0,т.,Металлы
Открыто,2020-12-18,Макулатура полигонная (картон мс-5Б),10000.0,₽/т.,3000.0,т.,Макулатура
Открыто,2020-12-18,Пленка ПВД (цветная) ,8000.0,₽/т.,145.0,т.,Пластик
Открыто,2020-12-18,Пленка ПВД цветная (черная),2.0,₽/кг.,50.0,т.,Пластик
Открыто,2020-12-18,вторичная стрейч гранула,60.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-12-18,Пс и АБС,20.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-12-18,ПП регранулят из литников ПП первичных,70.0,₽/кг.,4.0,т.,Пластик
Сделка закрыта,2020-12-18,Продам мешок(пп),11.0,₽/кг.,22.0,т.,Пластик
Открыто,2020-12-17,Продам ПВД плёнку прозрачную под мойку,25.0,₽/кг.,18000.0,кг.,Пластик
Открыто,2020-12-17,Дробление и шредирование полимеров,6.0,₽/кг.,500.0,т.,Пластик
Открыто,2020-12-17,Пленка ПВД/ПНД,4.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-12-17,"Вторичный Гранула, вторичный пластик ",30.0,₽/т.,10.0,т.,Пластик
Открыто,2020-12-17,5118Q,80.0,₽/кг.,9.0,т.,Пластик
Открыто,2020-12-17,Створка поворотная PERCo-BH01 1-02 с шарнирами L=1000 мм,300.0,₽/шт.,20.0,шт.,Дерево
Открыто,2020-12-17,Брус прямоуг Laybold 40х5 DIN,2.0,₽/шт.,880.0,шт.,Дерево
Открыто,2020-12-16,Продаю Биг бэги ,15.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-12-16,ПП из БОПП ,48.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-12-16,Пленка ПВД ПА ,14.0,₽/кг.,15.0,т.,Пластик
Открыто,2020-12-16,Продам: Прессованный ящик ПП. 40 тонн.,17.0,₽/кг.,40.0,т.,Пластик
Открыто,2020-12-16," Отходы производства ПП, ПНД, ПВД.",35.0,₽/кг.,8.0,т.,Пластик
Открыто,2020-12-16,Реализуем Катализатор отработанный Johnson ,100000.0,₽/т.,4.0,т.,Остальное
Открыто,2020-12-15,Продаю полипропилен дробленный.         ,20.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-12-15,Мука из ПВХ,42.0,₽/кг.,50.0,т.,Пластик
Открыто,2020-12-15,Продаю черный полистирол.,24.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-12-15,Продаю литьевой поликарбонат.,35.0,₽/кг.,15.0,т.,Пластик
Открыто,2020-12-15,Продаю полипропилен дробленый ,35.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-12-15,Продаю пнд экструзионный,50.0,₽/кг.,8.0,т.,Пластик
Открыто,2020-12-15,Текстильные отходы,5.0,₽/кг.,1.0,т.,Текстиль
Открыто,2020-11-26,Реализую ПСВ побочной марки  Alphapor SE - 601 ,64.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-11-26,Продаём пп сотовые коробки гофра пластика!!! ,26.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-11-26,Продам тару ПНД (флаконы+канистры). полигон,1.0,₽/кг.,14.0,т.,Пластик
Открыто,2020-11-25,Полистирол,40.0,₽/кг.,1000.0,кг.,Пластик
Открыто,2020-11-25,"Полистирол с 2 сторон пленка, середина вспененый",35.0,₽/кг.,1000.0,кг.,Пластик
Открыто,2020-11-25,пнд ящик ,25.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-11-25,Вторичные гранулы ABS,65.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-11-25,Отработанный раствор с высоким содержанием Брома,10.0,₽/кг.,150.0,куб.,Остальное
Открыто,2020-11-25,"Продукт эластомерный, марка А",48300.0,₽/т.,100.0,т.,Пластик
Открыто,2020-11-25,Гранула ПНД,60.0,₽/т.,20000.0,т.,Пластик
Открыто,2020-11-25,Ячейка для яйц,1.0,₽/шт.,50000.0,шт.,Макулатура
Открыто,2020-11-25,Продаем биг беги (резанные и целые),10.0,₽/кг.,600.0,кг.,Пластик
Открыто,2020-11-24,Продам гранулу ПВД литьевую,36.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-11-24,пс катушки ,15.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-11-24,Гранула пвд вторичная,52.0,₽/кг.,50.0,т.,Пластик
Открыто,2020-11-24,Банановые коробки,20.0,₽/шт.,2000.0,шт.,Макулатура
Открыто,2020-11-24,Литники ПЭТ,10.0,₽/кг.,15.0,т.,Пластик
Открыто,2020-11-24,Продам гранулу ПНД литье (277),59.0,₽/кг.,7.0,т.,Пластик
Открыто,2020-11-24,Пленка,4.0,₽/кг.,1000.0,кг.,Остальное
Сделка закрыта,2020-11-24,Продаем Биг Беги,24.0,₽/кг.,7.0,т.,Пластик
Открыто,2020-12-08,Вторичная гранула ПНД,62.0,₽/кг.,20000.0,т.,Пластик
Открыто,2020-12-08,Пленка Пвд,18.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-12-07,ПВД Гранула.,1.0,₽/т.,3.0,т.,Пластик
Открыто,2020-12-07,ВТС-150Б -стабилизатор,95.0,₽/т.,37.0,т.,Остальное
Открыто,2020-12-07,Сода каустическая,100.0,₽/т.,12.0,т.,Остальное
Открыто,2020-12-07,Бочка металлическая с внутренним покрытием,751.0,₽/шт.,15.0,шт.,Остальное
Открыто,2020-12-06,Дробленный Пвх лист ,35.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-12-06,Новые ведёрки PS (полистирол) в переработку,15.0,₽/кг.,4900.0,кг.,Пластик
Открыто,2020-12-06,Гранула ПП,37.5,₽/кг.,40.0,т.,Пластик
Открыто,2020-12-05,Пвд чистый ,20.0,₽/кг.,2500.0,кг.,Пластик
Открыто,2020-12-05,Агломерат ПВД,38.0,₽/кг.,2700.0,кг.,Пластик
Открыто,2020-12-04,Литники разнородных пластмасс,25.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-12-04,РОМ (Полиацеталь),100.0,₽/т.,40.0,т.,Пластик
Открыто,2020-12-04,Вторичная гранула ПНД,60.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2020-12-03,Производим гранулу пвд,50.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-12-03,Продам плёнку ПС (полистирол) с печатью в роликах и кипах,28.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-12-02,Вспененный ПВД,16.0,₽/кг.,4000.0,кг.,Пластик
Открыто,2020-12-02,Абс пластик прессованный 100 тонн,16.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-12-01,Литники Пвд ПП,20.0,₽/кг.,6.0,т.,Пластик
Открыто,2020-12-01,Пленка ПВХ натяжные потолки,30.0,₽/кг.,1.0,т.,Пластик
Открыто,2020-12-01,стрейч пленка,23.0,₽/кг.,30.0,т.,Пластик
Сделка закрыта,2020-12-01,ПВД гранула прозрачная 1 сорт,58.0,₽/кг.,40.0,т.,Пластик
Открыто,2020-12-01,ПВД гранула прозрачная (Карамаль),55.0,₽/кг.,40.0,т.,Пластик
Открыто,2020-12-01,ПВД гранула Пленочная ,50.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-12-01,ПВД гранула на трубу и полимерный лист,45.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-12-01,Стрейч гранула 1 сорт,60.0,₽/кг.,40.0,т.,Пластик
Открыто,2020-12-01,ПНД гранула Трубная,63.0,₽/кг.,200.0,т.,Пластик
Открыто,2020-12-01,Продам ПНД плёнку,17.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-12-01,Мешки биг беги поштучно,110.0,₽/шт.,2000.0,шт.,Пластик
Открыто,2020-12-01,"Продам дробленку ПНД мытую, исходник канистра",48.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-12-01,"ДРОБЛЕНКА ПНД , ФЛАКОН",42.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-12-01,Вторичная гранула ПНД,62.0,₽/кг.,20000.0,т.,Пластик
Открыто,2020-11-30,"Ведра, ящики п/пр (полигон)",1.0,₽/кг.,13.0,т.,Пластик
Открыто,2020-11-30,Продаю пнд экструзионный,50.0,₽/кг.,8.0,т.,Пластик
Открыто,2020-11-30,ПЭТ дробленный цветной ,15.0,₽/кг.,8.0,т.,Пластик
Открыто,2020-11-30,Продаю полипропилен дробленый ,35.0,₽/кг.,5.0,кг.,Пластик
Открыто,2020-11-30,Продаю смесь пвх+пвд   ,10.0,₽/кг.,30.0,т.,Пластик
Открыто,2020-11-30,Продаю литьевой поликарбонат.,35.0,₽/кг.,15.0,т.,Пластик
Открыто,2020-11-30,Продаю черный полистирол.,24.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-11-30,Продаю дробленку из АБС ,33.0,₽/кг.,4.0,т.,Пластик
Открыто,2020-12-15,продам стрейч гранулу ,43.0,₽/кг.,8.0,т.,Пластик
Открыто,2020-12-15,Рубиновый лак СК (ПА 4600) марка Б органический,500.0,₽/кг.,250.0,кг.,Остальное
Сделка закрыта,2020-12-15,Продам упм 825,62.0,₽/кг.,3.0,т.,Пластик
Открыто,2020-12-15,Обрезь поликарбоната,25.0,₽/кг.,500.0,кг.,Пластик
Открыто,2020-12-14,Гранула стрейч вторичную под черный закрас ,45.0,₽/кг.,7.0,т.,Пластик
Открыто,2020-12-14,ПНД Этикетка,15.0,₽/кг.,3000.0,кг.,Пластик
Открыто,2020-12-14,ПП жесткий брак разеток,28.0,₽/кг.,3.0,т.,Пластик
Открыто,2020-12-14,НМСЭВ (Воск от ЭВА),8000.0,₽/т.,1.0,т.,Остальное
Открыто,2020-12-14,Продам гранулу ПП светлую ,80.0,₽/кг.,50.0,т.,Пластик
Открыто,2020-12-14,Продам гранулу ПП черного цвета ,67.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-12-14,продаю обрезь стреппинг ленты ,3.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-12-13,ПП,1.0,₽/кг.,50.0,т.,Пластик
Открыто,2020-12-12,Дробленка ящик ПП,21.0,₽/кг.,40.0,т.,Пластик
Открыто,2020-12-11,Планшеты-навигаторы,350.0,₽/кг.,280.0,кг.,Металлы
Открыто,2020-12-11,Предлагаю пластик ПНД,15.0,₽/кг.,40.0,т.,Пластик
Открыто,2020-12-10,Гранула полипропилена вторичная,54.0,₽/кг.,25000.0,кг.,Пластик
Открыто,2020-12-10,Долблёнка ПВХ,12.0,₽/кг.,1382.0,кг.,Пластик
Открыто,2020-12-10,Сэвилен Дроблёнка,1.0,₽/т.,2.0,т.,Пластик
Открыто,2020-12-10,ПВД дроблёнка,1.0,₽/кг.,500.0,кг.,Пластик
Открыто,2020-12-10,Пленка Пвд пэт ,13.0,₽/кг.,80000.0,кг.,Пластик
Открыто,2020-11-30,Продаю дробленный АБС пластик.,55.0,₽/кг.,9.0,т.,Пластик
Открыто,2020-11-30,Мука из ПВХ,42.0,₽/кг.,50.0,т.,Пластик
Открыто,2020-11-30,Продам  МС 7Б ( книги журналы газеты -сборка),16.0,₽/кг.,17.0,т.,Макулатура
Открыто,2020-11-30,Продам канистру,120.0,₽/шт.,270.0,шт.,Пластик
Открыто,2020-11-30,Продаются отходы пленки полиэтилена,48000.0,₽/т.,100.0,т.,Остальное
Открыто,2020-11-30,стрейч ,26.0,₽/кг.,30000.0,кг.,Пластик
Открыто,2020-11-30,"EVA, ЭВА чистые отходы в виде литников и обрезков",10000.0,₽/т.,20.0,т.,Пластик
Открыто,2020-11-30,Пленка полипропиленовая ( ПП ) с ламинацией. В роликах. Прозрачная. ,11.0,₽/кг.,4000.0,кг.,Пластик
Открыто,2020-11-30,Пленка ПВД ламинированная . В роликах. Цвет натуральный. В роликах. ,12.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-11-30,ПВД гранула аналог 15803-20,75.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-11-30,вторичная гранула ПНД ,60.0,₽/кг.,20000.0,т.,Пластик
Сделка закрыта,2020-11-30,Тепофол (вспененный полиэтилен) бесплатно,0,₽,30.0,куб.,Пластик
Открыто,2020-11-27,Продаю Агломерат ПВД,45.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-11-27,Вторичная гранула ПНД,62.0,₽/т.,20000.0,т.,Пластик
Открыто,2020-11-27,Термопластичный полиуретан,1.0,₽/кг.,70000.0,кг.,Пластик
Открыто,2020-11-27,Продам полимеры,15.0,₽/кг.,40.0,т.,Пластик
Открыто,2020-11-27,"Ящики, ведра ПП",13.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2020-11-26,Пэт коррекс,25.0,₽/кг.,50.0,т.,Пластик
Сделка закрыта,2020-11-26,Продам обрезки ПВД Пленки ,27.0,₽/кг.,900.0,кг.,Пластик
Открыто,2020-11-26,Сотовый поликарбонат,55.0,₽/кг.,2000.0,кг.,Пластик
Открыто,2020-12-10,"продаются мятые втулки, чистые сухие ",5.0,₽/кг.,2.0,т.,Макулатура
Открыто,2020-12-10,Продаю картон ,17.5,₽/кг.,20.0,т.,Макулатура
Открыто,2020-12-10,стрейч пвд пленка чистая,23.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2020-12-10,ПП из БОПП,48.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-12-09,Продаю пэт кегу ,14.0,₽/кг.,8.0,т.,Пластик
Открыто,2020-12-09,ПВД упаковка Состав: 80%ПВД+20%Полиамид ,12.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-12-08,"Продаю обрезки ковралина, фартуна, карлайта ",5.0,₽/кг.,2.0,т.,Текстиль
Открыто,2020-12-08,Пэт флекс,41.0,₽/кг.,5100.0,кг.,Пластик
Открыто,2020-12-08,Отходы пленки полиэтилена и изделий из нее незагрязненные,26250.0,₽/т.,1.0,т.,Пластик
Открыто,2020-12-08,Пленка микс Пнд Пвд Стрейч ,18.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-12-08,Отходы упаковочного гофрокартона незагрязнённые,4500.0,₽/т.,4.0,т.,Макулатура
Сделка закрыта,2020-12-08,Реализуем ПНД,1.0,₽/кг.,100000.0,кг.,Пластик
Открыто,2020-12-08,"Реализуем пленку ПВД, Стрейч пленку.",1.0,₽/кг.,100000.0,кг.,Пластик
Открыто,2020-12-08,"Тара деревянная, утратившая потребительские свойства, незагрязненная",270.0,₽/т.,100.0,т.,Дерево
Открыто,2020-12-08,Отходы поливинилхлорида при фильтрации латекса поливинилхлорида эмульсионного,4000.0,₽/т.,60.0,т.,Пластик
Открыто,2020-12-08,Отходы минеральных масел индустриальных,10005.0,₽/т.,3.0,т.,Остальное
Открыто,2020-12-08,Отходы щелочной очистки отходящих кислых газов сжигания газообразных и жидких хлорорганических соединений,100.0,₽/т.,1.0,т.,Остальное
Открыто,2020-12-08,Насадка скруббера нейтрализации соляной кислоты,500.0,₽/т.,131.0,т.,Пластик
Сделка закрыта,2020-12-08,Аккумуляторы свинцовые ,25000.0,₽/т.,4.0,т.,Остальное
Открыто,2020-12-08,Пленка микс Пнд Пвд Стрейч ,18.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-11-10,Продам дробленку Пнд ,40.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-11-10,Продам дробилки новые и б/у,1.0,₽/шт.,4.0,шт.,Пластик
Открыто,2020-11-10,Горячая мойка полимеров от производителя,1.0,₽/шт.,2.0,шт.,Пластик
Открыто,2020-11-10,"Продам гранулу ПП (марка 30, брак изделий) ",60.0,₽/кг.,8.0,т.,Пластик
Открыто,2020-11-10,"Поддоны, паллеты б/у.",20.0,₽/шт.,1000000.0,шт.,Дерево
Открыто,2020-11-10,Мешки ПП,14.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2020-11-09,Растворитель Уайт-спирит - КЕТОН,30000.0,₽/т.,4.0,шт.,Остальное
Открыто,2020-11-09,Поролон,10.0,₽/кг.,500.0,кг.,Пластик
Открыто,2020-11-06,ЖМЫХ   ПВД В ПОЛИМЕР-ПЕСЧАНКУ,1.5,₽/кг.,20.0,т.,Пластик
Открыто,2020-11-05,Медная стружка,500.0,₽/кг.,100.0,т.,Металлы
Открыто,2020-11-05,Автомобильный пластик ,0,₽,5.0,куб.,Пластик
Открыто,2020-11-04,продам пэт в кипах.,14.0,₽/кг.,1500.0,кг.,Пластик
Сделка закрыта,2020-11-04,ПП/ПЕ поддоны ,30.0,₽/кг.,1000.0,шт.,Пластик
Открыто,2020-11-04,Продаю!,6.0,₽/шт.,6.0,шт.,Пластик
Открыто,2020-11-04,Продаю!,25.0,₽/шт.,25.0,шт.,Макулатура
Открыто,2020-11-04,Продаю!,12500.0,₽/т.,12500.0,т.,Пластик
Открыто,2020-11-04,Продам!,9000.0,₽/т.,9000.0,т.,Пластик
Открыто,2020-11-04,Продаю!,8000.0,₽/т.,1.0,т.,Пластик
Открыто,2020-11-04,ПП,1.0,₽/кг.,50.0,т.,Пластик
Открыто,2020-11-03,"Вторичный полиэтилен hdpe, полистирол упм, полипропилен, трубный ПЕ/ПП. Полимерное сырье. ",64.0,₽/кг.,3000.0,т.,Пластик
Открыто,2020-11-13,Продаем АBS катушки,25.0,₽/кг.,3.0,т.,Пластик
Открыто,2020-11-13,"Двухроторный шредер, 30х30кВт",1200000.0,₽/шт.,1.0,шт.,Остальное
Открыто,2020-11-13,Продается дробленка ПНД,45.0,₽/кг.,8.0,т.,Пластик
Открыто,2020-11-13,Реализация кубовых емкостей БУ 3 сорт,300.0,₽/шт.,250.0,шт.,Пластик
Открыто,2020-11-13,Полистирол 825 дробленый,45.0,₽/кг.,1.0,т.,Пластик
Открыто,2020-11-12,микс пэт,15.0,₽/кг.,1000.0,кг.,Пластик
Открыто,2020-11-12,Продам обрезки Пленки ПВХ ,13.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-11-12,Продам биг бэги б/у ,110.0,₽/шт.,20000.0,шт.,Остальное
Открыто,2020-11-12,ПВД гранула,60.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-11-12,ПВД гранула,60.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-11-12,Продам гранулу для экструзии плёнок!,56.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-11-12,Почтпакеты ,8.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-11-12,ПВД гранула,70.0,₽/кг.,15.0,т.,Пластик
Открыто,2020-11-12,Продаем дробленку ПП ящик (не Китай) ,21.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-11-11,Горячая мойка полимеров от производителя,1.0,₽/шт.,2.0,шт.,Пластик
Открыто,2020-11-11,"Прессованный лом АБС,ПС с доставкой",16.0,₽/кг.,150.0,т.,Пластик
Открыто,2020-11-11,Реализуется отход отработанного адсорбента,240.0,₽/т.,20.0,т.,Остальное
Открыто,2020-11-11,Продам полипропилен Биг беги,10.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-11-11,Продам стрейч складской сбор.,28.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-11-11,Реализуется отход гексан-гептановая фракция,5000.0,₽/т.,20.0,т.,Остальное
Открыто,2020-11-18,Продам биг-беги,15000.0,₽/т.,5.0,т.,Текстиль
Открыто,2020-11-18,ПНД гранула исходник канистра,57.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2020-11-18,трубная оболочка,21.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-11-18,Мука из ПВХ ,42.0,₽/кг.,50.0,т.,Пластик
Открыто,2020-11-18,Продаю дробленный АБС пластик.,55.0,₽/кг.,9.0,т.,Пластик
Открыто,2020-11-18,Продаю дробленку из АБС ,35.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-11-18,Продаю мягкий пвх,35.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-11-18,Отходы пленки ПВД,21.0,₽/кг.,60.0,т.,Пластик
Открыто,2020-11-18,Продаю черный полистирол.,24.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-11-18,Продаю литьевой поликарбонат.,35.0,₽/кг.,15.0,т.,Пластик
Открыто,2020-11-18,Продаю смесь пвх+пвд   ,10.0,₽/кг.,30.0,т.,Пластик
Открыто,2020-11-18,Продаю пэт сливы.,15.0,₽/кг.,7.0,т.,Пластик
Открыто,2020-11-18,ПЭТ дробленный цветной ,15.0,₽/кг.,8.0,т.,Пластик
Открыто,2020-11-18,"Пэт преформа цветная, дробленная",32.0,₽/кг.,12.0,т.,Пластик
Открыто,2020-11-18,Продаю флекс из пэт прозрачно-голубой ,22.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-11-18,"Стрейч литники, ",20.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2020-11-17,Продам Пнд высокого качества,75.0,₽/кг.,200.0,т.,Пластик
Открыто,2020-11-17,гранула ПНД экструзионная,60.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-11-13,Гранула полипропилена,55.0,₽/кг.,8.0,т.,Пластик
Открыто,2020-11-13,Производим ПП гранулу белого цвета,75.0,₽/кг.,8.0,т.,Пластик
Открыто,2020-11-23,ПП из спанбонда,56.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-11-23,Гранула ПНД,58.0,₽/т.,20000.0,т.,Пластик
Открыто,2020-11-23,Окажем услугу шредирования ,6.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-11-20,ПЭТ флекс прозрачный ,65.0,₽/кг.,1000.0,кг.,Пластик
Сделка закрыта,2020-11-20,Продаем прессованный пенопласт (пенополистирол).,50.0,₽/кг.,30000.0,кг.,Остальное
Открыто,2020-11-20,Серная кислота 40% в канистрах,8.0,₽/кг.,4575.0,кг.,Остальное
Открыто,2020-11-20,Флокулянты Flopam в мешках (2014 год),170.0,₽/кг.,575.0,кг.,Остальное
Открыто,2020-11-20,ПВД на экструзию из сибуровских мешков,54.0,₽/кг.,4.0,т.,Пластик
Открыто,2020-11-20,Вторичную гранулу ПВД производим и продаем ,44.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-11-20,"гранула ПНД экструзионная вторичная высокого качества ПТР 0,2-0,7",60.0,₽/кг.,5000.0,кг.,Пластик
Сделка закрыта,2020-11-19,Канистры ПНД гербицид,30.0,₽/кг.,7.0,т.,Пластик
Открыто,2020-11-19,Отходы пленки с МС,2.0,₽/кг.,20.0,т.,Остальное
Открыто,2020-11-19,ПНД гранула исходник канистра СИНЯЯ,57.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-11-19,ПНД литьевая гранула ПТР до 25,60.0,₽/кг.,3000.0,кг.,Пластик
Открыто,2020-11-19,продам срочно,17.0,₽/кг.,40.0,т.,Пластик
Сделка закрыта,2020-11-19,Канистры PuroTech 20 л б/у,350.0,₽/шт.,50.0,шт.,Пластик
Открыто,2020-11-18,Продам сборку.,13000.0,₽/т.,5.0,т.,Макулатура
Открыто,2020-11-18,Архивка,15000.0,₽/т.,3.0,т.,Макулатура
Открыто,2020-11-18,Макулатура в кипах.,21000.0,₽/т.,17.0,т.,Макулатура
Открыто,2020-11-18,Продам микс пленку в тюках.,15000.0,₽/т.,5.0,т.,Пластик
Открыто,2020-11-03,вторичная стрейч гранула высшего сорта,60.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-11-03,Полистирол ударопрочный литье и экструзия УПС 825,69.0,₽/кг.,3.0,т.,Пластик
Открыто,2020-11-03,Продам гранулу пп,40.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-11-03,Продам пэт бутылки,15.0,₽/кг.,600.0,кг.,Пластик
Открыто,2020-11-03,Продам Стрейч сортированный ,30.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-11-02,Продам пленку ПВД и СТРЕЙЧ,20.0,₽/кг.,5.0,т.,Пластик
Сделка закрыта,2020-11-02,Продам отходы полиамида ПА 610 л-св 30,60.0,₽/кг.,1.0,т.,Пластик
Открыто,2020-11-02,Продам катушки из полистирола,30.0,₽/кг.,1.0,т.,Пластик
