Status,Date,Title,Price,Price_units,Amount,Amount_units,Waste_type
Открыто,2020-06-04,Гранула ПП цветная,80.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-06-04,Гранула ПП светлая,108.0,₽/кг.,20.0,т.,Пластик
Сделка закрыта,2020-06-04,ПК формы шоколадные цветные,48.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-06-04,АБС Гранула белый дешево,90.0,₽/кг.,40.0,т.,Пластик
Открыто,2020-06-04,Продам ПЭТ Кеги,5.0,₽/кг.,1000.0,кг.,Пластик
Открыто,2020-06-04,Продаю пэт преформу прозрачную брак производства ,40.0,₽/кг.,1500.0,т.,Пластик
Открыто,2020-06-04,Продаю биг бэг 2х стропный ,22.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-06-04,продам пп мешок без вкладыша и органики,9.0,₽/кг.,15.0,т.,Пластик
Открыто,2020-06-04,Вторичный черный полипропилен,40.0,₽/кг.,240.0,т.,Пластик
Открыто,2020-06-03,ОТХОДЫ производства,28.0,₽/кг.,5000.0,т.,Пластик
Открыто,2020-06-03,Продам ,4.0,₽/кг.,10.0,т.,Стекло
Открыто,2020-06-03,ГРАНУЛА СТРЕЙЧ,50.0,₽/кг.,1.0,т.,Пластик
Открыто,2020-06-03,продам макулатуру,5.0,₽/кг.,500.0,кг.,Макулатура
Открыто,2020-06-03,Бетонные плиты,1.0,₽/шт.,35.0,шт.,Остальное
Открыто,2020-06-03,Продам дробленка ПП,50.0,₽/кг.,3.0,т.,Пластик
Открыто,2020-06-03,Продам дробленка АВС,55.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-06-03,Продаём ПС дробленка,50.0,₽/кг.,7.0,т.,Пластик
Открыто,2020-06-03,"Продам стрейч чистый сортированный от бумаги, скотча ",34.0,₽/кг.,15000.0,кг.,Пластик
Открыто,2020-06-03,продам брак производства пвд пнд,40.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-06-03,Продам обрезки изонела ,15.0,₽/кг.,1000.0,кг.,Пластик
Открыто,2020-06-03,Гранула ПНД,56.0,₽/кг.,12000.0,кг.,Пластик
Открыто,2020-06-03,Лист или дробленка,45.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-06-03,Отходы ПП,45.0,₽/кг.,3000.0,кг.,Пластик
Открыто,2020-06-03,Гранула пнд 277,55.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-06-03,Продаю мешок из-под гранулированого комбикорма без вкладыша ,8.0,₽/кг.,15.0,т.,Пластик
Открыто,2020-06-03,Полипропилен вторичный,50.0,₽/кг.,60.0,т.,Пластик
Открыто,2020-06-03,Продам биг бэг 2х стропный,17.0,₽/кг.,24.0,т.,Пластик
Открыто,2020-06-02,Дозатор ПК прозрачный,100.0,₽/кг.,3.0,т.,Пластик
Открыто,2020-06-02,ПВД плёнка магазинный и складской сбор,25.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-06-02,Тепличная плёнка  55 тонн,20.0,₽/кг.,55.0,т.,Пластик
Открыто,2020-05-26,Полипропилен вторичный гранулированный,48000.0,₽/т.,50.0,т.,Пластик
Открыто,2020-05-25,"Плёнка сборка ПВД, ПНД, стрейч, лента стреп, скотч, поликарбонат, полиамид ",5.0,₽/кг.,2000.0,кг.,Пластик
Открыто,2020-05-25,чистая отсортированная стрейч пленка,34.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2020-05-25,Продам отходы стреп ленты,8.0,₽/кг.,760.0,кг.,Пластик
Открыто,2020-05-25,продам пнд,20.0,₽/кг.,15.0,т.,Пластик
Открыто,2020-05-25,Продам Пленку пп с этикеткой,8.0,₽/кг.,6.0,т.,Пластик
Открыто,2020-05-25,Обрезь поролонового производства,5.0,₽/кг.,100.0,куб.,Пластик
Открыто,2020-05-25,ПЭТ кеги ,13.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-05-25,Пэт молочка,12.0,₽/кг.,12.0,т.,Пластик
Открыто,2020-05-25,Ящик молочный ПНД,19.0,₽/кг.,4000.0,кг.,Пластик
Открыто,2020-05-25,Продаю пэт преформу брак производства,45.0,₽/т.,1000.0,кг.,Пластик
Открыто,2020-05-25,Продаю биг бэг 2х и 1 стропный чистый из-под амиачной силитры,24.0,₽/кг.,40.0,т.,Пластик
Открыто,2020-05-25,"Поликарбонат ПК, PC дробленка и гранула",1.0,₽/кг.,60000.0,кг.,Пластик
Открыто,2020-05-24,Термопластичные полимеры,1.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-05-24,Ламинированные отходы,3.0,₽/кг.,100000.0,кг.,Макулатура
Открыто,2020-05-22,Отходы пп,35.0,₽/кг.,8000.0,кг.,Пластик
Сделка закрыта,2020-05-22,Дробленка литника ПВД в полимер-песчаные изделия,25.0,₽/кг.,20.0,т.,Пластик
Сделка закрыта,2020-05-22,дробленка стреп ленты пэт,19.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-05-22,Продаю поддоны Б/У ,140.0,₽/шт.,5000.0,шт.,Дерево
Открыто,2020-05-22,"Продается гранула ПНД, СЕРАЯ",50.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-06-01,Продам литник-слив ПП,1.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-06-01,Продам пп дробленный натурального цвета.,1.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-06-01,Картон прессованный,16.0,₽/кг.,500.0,кг.,Макулатура
Открыто,2020-06-01,продам чистый стрейч,34.0,₽/кг.,7000.0,кг.,Пластик
Открыто,2020-06-01,Ламинированные отходы макулатуры,1.0,₽/кг.,20.0,т.,Макулатура
Открыто,2020-06-01,Вторичная гранула продажа,45.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-06-01,Продам стежку матрасную ,25.0,₽/кг.,2500.0,кг.,Текстиль
Открыто,2020-06-01,"продам пленку стрейч 6т, термоусадка 4т",1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-06-01,гранула вторичка РЕ полигон черная,0,₽,100.0,т.,Пластик
Открыто,2020-06-01,Продажа отработанного масла 2т/год,6500.0,₽/т.,2.0,т.,Остальное
Открыто,2020-06-01,Продам BOPP,25.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-06-01,Продам тетра-пак (полигон),1.0,₽/кг.,20.0,т.,Макулатура
Открыто,2020-06-01,Продам ПНД дробленка трубная,1.0,₽/кг.,7.0,т.,Пластик
Открыто,2020-06-01,Поликарбонат вторичный,55.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-06-01,ПП зеленая из БОПП,48.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-06-01,Гранула ПП белая,62.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-06-01,ПВД 158 аналог первички,62.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-06-01,Катушки полистирола,25.0,₽/кг.,1500.0,кг.,Пластик
Открыто,2020-06-01,Продам биг бэг 2х стропный,23.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-05-30,Металлолом ,13000.0,₽/т.,35.0,т.,Металлы
Открыто,2020-05-29,Гранула вторичная ПП+ПЭ,55.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2020-05-29,АБС гранула вторичная,80.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-05-29,Гранула полипропиленовая,1.0,₽/кг.,3000.0,кг.,Пластик
Открыто,2020-05-28,Отходы пнд,15.0,₽/кг.,1000.0,кг.,Пластик
Открыто,2020-05-28,Продам Агломерат ПВД цветной,20.0,₽/кг.,30000.0,кг.,Пластик
Открыто,2020-05-28,Продам прессованную металлическую ЖБ банку,7.0,₽/кг.,40000.0,кг.,Металлы
Открыто,2020-05-28,Продам ПЭТ дробленку / флекс - немытая 12 мм,28.0,₽/кг.,50.0,т.,Пластик
Открыто,2020-05-28,ПНД порошок цвет натуральный.,1.0,₽/кг.,30.0,т.,Пластик
Открыто,2020-05-28,Гранула ПНД,55.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-05-28,ящики пп прессованные ,14.0,₽/кг.,13.0,т.,Пластик
Открыто,2020-05-28,Тетра-пак МС11в,1.0,₽/кг.,60.0,т.,Макулатура
Открыто,2020-05-28,Качественная вторичная гранула стрейч зелёного цвета.,40.0,₽/кг.,6000.0,кг.,Пластик
Открыто,2020-05-28,отходы пленки ПВД и стреч микс продам,24.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-05-27,Обрезки битумной кровли новые,0,₽,100.0,т.,Остальное
Открыто,2020-05-27,пвд влажный,15.0,₽/кг.,40000.0,кг.,Пластик
Открыто,2020-05-27,литники пвд кабельного,12.0,₽/кг.,8000.0,кг.,Пластик
Открыто,2020-05-27,Отходы пп лист,40.0,₽/кг.,8000.0,кг.,Пластик
Сделка закрыта,2020-05-27,Продам ПЭТ стреп ленту,15.0,₽/кг.,15000.0,кг.,Пластик
Открыто,2020-05-27,Продам кромку Спантбонда ,30.0,₽/кг.,13000.0,т.,Пластик
Открыто,2020-05-27,Продам ПЭТ бутылку масло (полигон),1.0,₽/кг.,15.0,т.,Пластик
Открыто,2020-05-20,стрейч без органики под легкую мойку ,24.0,₽/кг.,8000.0,кг.,Пластик
Сделка закрыта,2020-05-20,Продам прозрачную полипропиленовую гранулу 01030,69.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2020-05-20,Стретч плёнка под мойку магазинный сбор ,19.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-20,Пленка пвд цветная под мойку полигон,11.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-20,Продам вторичную стрейч гранулу,55.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-05-20,Предлагаем вторичный гранулят ПВД + AL (полиалюминий),34.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-05-20,Услуги грануляции,17.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-05-20,Продаем гранулу ПВД композитную,35000.0,₽/т.,40000.0,кг.,Пластик
Открыто,2020-05-20,Продам мешки пп,7.0,₽/кг.,12.0,т.,Пластик
Открыто,2020-05-20,Срочно продам  плёнку пэт фил брак производства ,20.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-05-20,Продам ПВД,34.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-05-19,Крышка ПНД,30.0,₽/кг.,500.0,кг.,Пластик
Открыто,2020-05-19,"Вторичная гранула полистирол УПМ. Гранула вторичка ПНД. ППР. ПЕ100, ПЕ80",64.0,₽/кг.,500.0,т.,Пластик
Открыто,2020-05-19,Продаю биг беги бу.,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-19,Продаю чистую пленку ПВД. ,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-19,Продаю дробленный акрил,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-19,Дробленный пвх.,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-19,"ПЭТ дробленный, прозрачный.",1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-19,Продаю пэт дробленный.,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-19,Продаю  АБС пластик.,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-22,Гранула полипрпилена,68.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-21,Пленка ПП РР Поликарбонат ПНД чистая прозрачная ,30.0,₽/кг.,2500.0,кг.,Пластик
Открыто,2020-05-21,Втулка для стрейч плёнки ,6.0,₽/шт.,500.0,шт.,Пластик
Открыто,2020-05-21,"Продаем бэги под гранулу, целые",270.0,₽/шт.,600.0,шт.,Пластик
Открыто,2020-05-21,Продам гранулу ПВД. 1й и 2й сорт.,49.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-05-21,"Продам втричную гранулу ПНД (канистра, флакон,капельник)",49.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-05-21,Вывоз Картона мс5б,9000.0,₽/т.,20.0,т.,Макулатура
Открыто,2020-05-21,Продаем гранулу полипропилена прозрачную,75.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-05-21,Продаём ПС дробленка,50.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-05-21,Продам дробленка ПП,50.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-05-21,Продам дробленка АВС,55.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-05-21,ПЭТ дробленный,45.0,₽/кг.,500.0,кг.,Пластик
Открыто,2020-05-21,Продам дерево,3.0,₽/кг.,5000.0,кг.,Дерево
Открыто,2020-05-21,Суперконцентрат красителей,99.9,₽/кг.,1000.0,кг.,Пластик
Открыто,2020-05-21,Дакрил ,28.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-05-21,Бигбеги ,25.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-05-21,Пленка МИКС,10.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-05-21,"Вторичная ПП гранула, из мешковины, литьевая.",45.0,₽/кг.,25.0,т.,Пластик
Открыто,2020-05-21,Биг-Бэг на восстановление  ,25.0,₽/кг.,5400.0,кг.,Пластик
Открыто,2020-05-20,чистая отсортированная стрейч пленка ,34.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2020-05-27,Флекс пэт кеги ,38.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-05-27,продам стрейч под сортировку,19.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-05-27,Предлагаю бампера,1.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-05-27,Предлагаю пластик,1.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-05-27,Пеностекольная пыль,3000.0,₽/т.,4000.0,т.,Стекло
Открыто,2020-05-27,Отходы пп лист,35.0,₽/кг.,8000.0,кг.,Пластик
Открыто,2020-05-27,Полипропилен вторичный,60.0,₽/кг.,200.0,т.,Пластик
Открыто,2020-05-27,УПМ белый,75.0,₽/шт.,30.0,т.,Пластик
Открыто,2020-05-27,АБС в гранулах ,80.0,₽/кг.,24.0,т.,Пластик
Открыто,2020-05-27,АБС в гранулах ,80.0,₽/кг.,40.0,т.,Пластик
Открыто,2020-05-27,Продаю биг бэг 2 и 1 стропный без вкладыша ,1.0,₽/кг.,40.0,т.,Пластик
Открыто,2020-05-27,Продам синтепон чистый запрессованный ,70.0,₽/кг.,1000.0,кг.,Текстиль
Открыто,2020-05-27,ПП зеленая из БОПП,48.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-05-26,Продаём мешки полипропиленовые ,6.0,₽/шт.,25000.0,шт.,Текстиль
Открыто,2020-05-26,Оргстекло монолит экструзия,33.0,₽/кг.,60.0,т.,Пластик
Открыто,2020-05-26,"Вторичная гранула пвд, пнд, стрейч",53.0,₽/кг.,900.0,т.,Пластик
Открыто,2020-05-26,Вторичная гранула пластифицированного пвх,69.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-05-26,Продам смет стрейч 5118,36.0,₽/кг.,4000.0,кг.,Пластик
Открыто,2020-05-26,Качественная вторичная гранула полипропилена(спанбонд) ПТР 25,73.0,₽/кг.,6.0,т.,Пластик
Открыто,2020-05-26,ПНД Гранула,55.0,₽/кг.,1.0,т.,Пластик
Открыто,2020-05-14,"Продам втричную гранулу ПНД (канистра, флакон,капельник) ",50.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-05-14,Приобрету макулатуру,9000.0,₽/т.,15.0,т.,Макулатура
Открыто,2020-05-13,АБС в гранулах и дробленка,80.0,₽/кг.,7.0,т.,Пластик
Открыто,2020-05-13,Полипропилен вторичный,45.0,₽/кг.,60.0,т.,Пластик
Открыто,2020-05-13,дробленка ПК,59.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-05-12,Лом дорожных блоков,25.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-05-12,Продаю чистую пленку ПВД. ,30.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-05-12,Продаю дробленный акрил,25.0,₽/кг.,2.0,кг.,Пластик
Открыто,2020-05-12,Дробленный пвх.,49.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-12,Продаю пэт дробленный.,42.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-12,Продаю  АБС пластик.,35.0,₽/кг.,3.0,т.,Пластик
Открыто,2020-05-12,Продаю  сэвилен.,56.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-05-12,Продаю полипропиленовую ткань.,12.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-05-12,Продаю стрейч пленку.,21.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-12,Агломерат ПВД,27.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-05-12,Ящик дробленый пп,30.0,₽/кг.,40000.0,кг.,Пластик
Открыто,2020-05-12,Весовой лоскут серого флиса ,30.0,₽/кг.,2000.0,кг.,Текстиль
Открыто,2020-05-12,"Гранула ПП темно-серая, черная",58.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2020-05-12,Гранула стрейч,60.0,₽/кг.,7000.0,кг.,Пластик
Открыто,2020-05-12,Гранула ПП белая на литье,62.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-05-19,Продаю  сэвилен.,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-19,Продаю стрейч пленку.,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-19,Продаю полипропиленовую ткань,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-19,Гранула ПП,60.0,₽/кг.,40000.0,кг.,Пластик
Открыто,2020-05-19,Поддоны деревянные,110.0,₽/шт.,600.0,шт.,Дерево
Открыто,2020-05-19,Поддоны ПНД,21.0,₽/кг.,3.0,т.,Пластик
Открыто,2020-05-19,Пвд пленка,20.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-05-19,Продам : отходы стрейч пленки,34.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-05-19,Продам : флакон ПНД ,20.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-05-19,Продам : вторичная гранула ПП ,60.0,₽/кг.,30.0,т.,Пластик
Открыто,2020-05-19,Продам : пленка пнд чистая ,30.0,₽/кг.,7.0,т.,Пластик
Открыто,2020-05-19,"Продам: отходы поликарбоната , чистые ( брак производства листа сотового)",70.0,₽/кг.,7.0,т.,Пластик
Открыто,2020-05-18,Гранула ПП,34.0,₽/кг.,150.0,т.,Пластик
Открыто,2020-05-18,Предлагаем полипропилен вторичный из производственных отходов.,45000.0,₽/т.,20.0,т.,Пластик
Открыто,2020-05-18,Смет стрейч ,35.0,₽/кг.,3500.0,кг.,Пластик
Открыто,2020-05-18,гранула ПП светло-серая,65.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-05-18,Продам резиновые маски от противогазов,5000.0,₽/т.,300.0,т.,Резина
Открыто,2020-05-18,Продаю биг бэг,16.0,₽/кг.,12.0,т.,Пластик
Открыто,2020-05-15,ПВД,20.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-05-15,Дробленка ПК,60.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-05-06,Продаю чистую пленку ПВД. ,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-06,Подаю дробленку ПП,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-06,Продаю полипропилен ,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-06,Дробленный пвх.,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-06,"ПЭТ дробленный, прозрачный.",1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-06,Продаю  АБС пластик.,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-06,Продаю  сэвилен.,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-06,Продаю отходы ПВД,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-06,Продаю стрейч пленку,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-06,Продаю мешки пп из под сахара.,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-06,Продам ПВД пленку ,15.0,₽/кг.,15000.0,кг.,Пластик
Открыто,2020-05-06,Продам ПНД канистры/флаконы,27.0,₽/кг.,15000.0,кг.,Пластик
Открыто,2020-05-06,Отходы пп,35.0,₽/кг.,8000.0,кг.,Пластик
Открыто,2020-05-06,Продам отходы разного пластика,12000.0,₽/т.,5.0,т.,Пластик
Открыто,2020-05-06,Лента пометоудаления ПП,20.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-05-06,Предлагаю вторичную гранулу Полистирола,60.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-05-05,Породам оборудования по переработки кабеля,1000000.0,₽/т.,1.0,шт.,Металлы
Открыто,2020-05-05,Кабельный сдир пнд/пвх,100.0,₽/куб.,20.0,куб.,Пластик
Открыто,2020-05-05,"Гранула ПВД в литьё, экструзию листа",40000.0,₽/т.,40000.0,кг.,Пластик
Открыто,2020-05-05,Продам ПВД под мойку ,23.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-04-30,Аммиак водный технический 25% ГОСТ 9-92 ,14782.0,₽/т.,6.0,т.,Остальное
Открыто,2020-04-30,Антивспениватель Ashland DREWPLUS 5100 EP,170847.0,₽/т.,3.0,т.,Остальное
Открыто,2020-04-30,Инициатор полимеризации Trigonox 301 20PP,456096.0,₽/т.,15.0,т.,Остальное
Открыто,2020-04-30,Шар керамический MTE Rest-O-Cat 55 ф19 мм,29764.0,₽/т.,17.0,т.,Остальное
Открыто,2020-04-30,Пнд 277,60.0,₽/кг.,15000.0,кг.,Пластик
Открыто,2020-04-30,Отходы пп,45.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-04-30,Отходы пп,40.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-04-30,Обрезь поролона,0,₽,120.0,куб.,Текстиль
Открыто,2020-04-30,Пленка микс,10.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-04-30,"Вторичная ПП гранула, собственного производства из мешковины, литьевая.",45.0,₽/кг.,25.0,т.,Пластик
Открыто,2020-04-29,Пп вырубка,40.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-04-29,Воск пв-200,75.0,₽/кг.,45000.0,кг.,Пластик
Открыто,2020-04-29,Стрейч гранула,45.0,₽/кг.,15.0,т.,Пластик
Открыто,2020-04-29,Кабельный сдир пвд,10.0,₽/кг.,3.0,т.,Пластик
Открыто,2020-04-29,Кабельный сдир ПВД,18.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-04-29,Дробленка пвх кабельный ,10.0,₽/кг.,45.0,т.,Пластик
Открыто,2020-04-29,ПВХ и ПВД Сдир,1000.0,₽/кг.,30000.0,кг.,Пластик
Открыто,2020-04-29,Вторичные гранулы ПНД (зеленые),65.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-04-29,Оргстекло Монолит,1.0,₽/т.,50.0,т.,Пластик
Открыто,2020-04-28,Продам дерево,3.0,₽/кг.,1000.0,кг.,Дерево
Открыто,2020-05-12,Гранула пнд 277,60.0,₽/кг.,15000.0,кг.,Пластик
Открыто,2020-05-12,Продам газету,15000.0,₽/т.,40.0,т.,Макулатура
Открыто,2020-05-12,есть пластик в больших обьемах разный,0,₽,30.0,т.,Пластик
Открыто,2020-05-12,Гранула полипропилена голубого цвета,62.0,₽/кг.,5000.0,кг.,Пластик
Открыто,2020-05-12,продам пленку микс под мойку,12.0,₽/кг.,50.0,т.,Пластик
Открыто,2020-05-12,Продаются листы сотового поликарбоната,25.0,₽/кг.,5500.0,кг.,Пластик
Открыто,2020-05-11,Пп отходы,35.0,₽/кг.,7000.0,кг.,Пластик
Открыто,2020-05-11,ПВД цветная,13.0,₽/кг.,150.0,т.,Пластик
Открыто,2020-05-09,Продам вторичную ПП гранулу из БОПП,45.0,₽/кг.,100.0,т.,Пластик
Открыто,2020-05-08,Продам микс пленку,15000.0,₽/т.,4.0,т.,Пластик
Открыто,2020-05-08,Продам биг-беги,20000.0,₽/т.,3.0,т.,Текстиль
Открыто,2020-05-08,Стрейч цветной 80% + ПВД цветной чистый 20%,25.0,₽/кг.,1000.0,кг.,Пластик
Открыто,2020-05-08,Стретч плёнка под мойку ,19.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-05-07,Дроблёнка СПК и МПК,80000.0,₽/т.,70.0,т.,Пластик
Открыто,2020-05-07,"Пленка,бумага ",30.0,₽/кг.,5.0,т.,Пластик
Открыто,2020-05-07,вторичная гранула пвд,43.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-05-07,Продаю пвд мешок из под первичного сырья ,26.0,₽/кг.,15.0,т.,Пластик
Открыто,2020-05-07,Продаю ленту капельного полива ПНД ,26.0,₽/кг.,200.0,т.,Пластик
Открыто,2020-05-07,Продаю чистый биг бэг 2х стропный ,20.0,₽/кг.,40.0,т.,Пластик
Открыто,2020-05-06,Продаю биг беги бу.,1.0,₽/шт.,1.0,шт.,Пластик
Открыто,2020-05-05,Продам ПНД ящик ,35.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-05-05,"ABS вторичный - белый, гранула.",190.0,₽/кг.,2.0,т.,Пластик
Открыто,2020-05-05,"ABS вторичный - серый, гранула.",75.0,₽/кг.,1.0,т.,Пластик
Открыто,2020-05-05,"ABS вторичный - черный, гранула.",65.0,₽/кг.,1.0,т.,Пластик
Открыто,2020-05-05,пвд ,19.0,₽/кг.,60.0,кг.,Пластик
Открыто,2020-05-05,ПВД цветной,11.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-05-05,ПВД пленка,19.0,₽/кг.,20.0,т.,Пластик
Открыто,2020-05-04,Гранулы от производителя,25.0,₽/кг.,300.0,т.,Пластик
Открыто,2020-05-04,Продам гранулу ПВД,54.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-05-04,Продам обрезки Кокосового Волокна ,17.0,₽/кг.,3000.0,кг.,Текстиль
Открыто,2020-05-04,регенерированное волокно(вата рв),22.0,₽/кг.,5000.0,кг.,Текстиль
Открыто,2020-05-02,Медная сечка,320.0,₽/кг.,1000.0,кг.,Металлы
Сделка закрыта,2020-05-02,ПВД цветная,12.0,₽/кг.,120.0,т.,Пластик
Открыто,2020-05-02,Продам Пнд цветная ,20.0,₽/кг.,5000.0,т.,Пластик
Открыто,2020-05-01,Стакан пп ,25.0,₽/кг.,4.0,т.,Пластик
Открыто,2020-05-01,Продам гранулу ПВД. 1й и 2й сорт.,50.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-05-01,Продам втричную гранулу ПНД ,50.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-05-01,Акрил Оргстекло экструзия ,32.0,₽/кг.,10000.0,кг.,Пластик
Открыто,2020-05-01,Блок сополимер,59.0,₽/кг.,50.0,т.,Пластик
Открыто,2020-04-30,Производство вторичной гранулы полипропилена ,38.0,₽/кг.,400.0,т.,Пластик
Открыто,2020-04-21,ПНД,65.0,₽/кг.,50.0,т.,Пластик
Открыто,2020-04-21,Продаю стрейч пленку.,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-04-21,Продаю мешки пп из под сахара.,1.0,₽/кг.,1.0,кг.,Пластик
Открыто,2020-04-21,"Пвд, стрейч, канистры, ",30.0,₽/кг.,2500.0,кг.,Пластик
Открыто,2020-04-21,ПВД и стрейч пленка,22.0,₽/кг.,14000.0,кг.,Пластик
Открыто,2020-04-21,Продаем ПВД пленку,32.0,₽/кг.,20000.0,кг.,Пластик
Открыто,2020-04-21,"Пвд, стрейч, канистры, ",30.0,₽/кг.,2500.0,кг.,Пластик
Открыто,2020-04-21,Отходы производства ПЭТ,10.0,₽/кг.,10.0,т.,Пластик
Открыто,2020-04-21,пп дробленка ,50.0,₽/кг.,10.0,т.,Пластик
